generation,i,fitness,hash,mom_hash,dad_hash,values
0,51,490,5765771622168228155,0,0,0  1  1  0  1  1  0  0  1  0  1  0  0  0  1  1  0  0  0  1  1  0  0  1  1  1  1  0  0  1  1  0  0  0  1  1  1  1  0  1  0  0  1  0  0  0  0  1  0  0  1  1  0  0  0  1  1  0  0  0  1  1  0  0  0  0  0  0  1  1  1  0  1
0,52,489,-6343811574978050626,0,0,0  0  0  1  0  1  0  1  1  1  0  0  1  0  1  0  1  1  0  1  1  1  1  1  0  1  0  1  0  0  1  1  1  1  0  0  1  1  0  1  0  0  0  0  1  1  0  1  1  1  1  0  0  1  0  1  0  0  1  0  1  0  0  0  1  1  0  0  0  1  1  1  1
0,53,488,-7123989760872194047,0,0,1  0  0  0  1  1  1  0  1  0  1  0  0  1  0  1  0  0  1  1  0  0  0  1  1  1  0  0  1  1  1  0  1  1  0  1  1  0  1  1  1  1  0  1  1  1  1  1  1  0  0  0  1  0  0  0  1  1  0  1  0  0  1  1  0  1  1  0  1  1  0  1  0
0,54,486,-703543699861392597,0,0,1  0  1  1  0  0  0  0  0  1  1  1  1  0  1  0  1  0  1  0  0  1  0  0  0  0  0  0  0  0  1  1  1  0  1  1  0  0  0  1  0  0  1  0  1  1  0  1  1  1  1  1  0  1  1  0  0  1  0  1  1  1  1  1  1  1  1  1  0  0  0  1  1
0,55,485,6379954305999097823,0,0,0  0  1  1  1  1  0  0  0  1  1  0  1  1  1  1  0  1  0  0  1  0  1  0  1  1  1  1  1  0  1  1  0  1  1  1  0  1  0  0  1  0  1  1  1  0  1  0  0  0  1  0  0  1  1  1  1  0  1  1  0  0  1  0  0  0  1  0  0  1  1  1  0
0,56,484,6454900281329731415,0,0,1  0  1  0  1  0  0  1  0  0  0  1  1  0  0  1  1  0  1  0  1  1  0  1  1  1  1  0  1  1  0  0  1  1  0  1  1  0  1  1  0  1  1  1  1  1  0  1  0  0  0  0  1  0  1  0  0  0  0  0  0  0  1  0  1  1  0  0  0  1  0  1  1
0,57,484,-5791173175005239528,0,0,1  0  0  1  1  1  1  0  0  1  0  0  0  0  0  0  1  0  0  0  1  1  0  1  1  1  1  0  1  1  0  1  1  1  1  0  1  1  1  1  0  0  0  0  1  1  0  1  1  1  0  1  1  1  1  0  1  1  0  1  1  0  1  0  1  0  0  1  0  1  1  0  0
0,58,482,-4397615941509212744,0,0,0  0  0  1  0  0  0  0  1  1  1  0  1  0  1  0  1  0  1  0  1  0  1  1  1  0  1  1  0  1  1  1  0  0  0  1  0  0  1  0  0  0  1  1  1  1  0  0  0  1  0  1  0  0  1  1  0  1  1  1  0  1  0  1  0  1  1  1  0  0  0  0  1
0,59,482,9143699328865271477,0,0,0  0  1  1  1  1  0  0  1  0  0  1  1  1  0  0  1  1  1  1  0  0  0  1  1  0  0  1  1  1  1  1  1  1  1  0  0  0  0  0  1  1  1  0  0  1  0  1  1  0  1  0  1  1  0  0  1  1  0  1  0  1  0  1  0  1  1  0  1  1  0  1  0
0,60,482,1965863290807499785,0,0,0  0  0  0  1  1  0  1  0  1  1  1  0  0  0  0  1  0  1  1  0  1  0  1  0  0  1  1  1  0  0  0  1  0  0  1  0  0  1  1  1  1  0  0  1  1  1  1  1  1  1  1  1  1  1  0  1  1  1  0  0  1  0  1  1  1  1  1  0  0  0  1  1
0,61,479,3224188538467893913,0,0,1  1  1  1  0  1  1  0  1  0  0  0  1  1  0  0  1  1  0  0  1  0  0  0  0  0  0  1  1  1  0  1  1  1  0  1  1  1  1  1  1  0  1  0  0  1  1  0  1  0  0  1  1  1  0  0  0  0  0  1  0  0  1  1  1  1  1  1  0  0  0  1  0
0,62,479,5380613394935306416,0,0,0  0  0  1  1  0  1  0  1  1  1  0  1  0  1  1  0  0  1  0  0  0  1  0  0  1  1  0  0  0  1  0  0  1  1  1  1  1  1  0  1  1  1  0  0  1  1  0  0  1  0  0  0  1  1  0  1  1  0  0  1  0  0  1  0  1  0  0  0  0  0  0  1
0,63,479,2546826432379343598,0,0,0  0  1  1  1  0  0  1  1  0  1  0  0  1  1  0  0  1  0  0  1  1  1  1  0  1  0  0  1  1  1  1  0  1  0  1  1  1  0  1  0  0  0  0  1  0  1  1  1  1  1  1  0  0  0  0  0  0  0  1  1  0  1  1  1  0  0  0  1  0  0  1  0
0,64,477,4282564836158189384,0,0,1  0  0  1  1  0  1  0  0  1  0  1  0  0  1  0  0  1  1  1  1  1  1  0  0  1  0  1  0  0  0  0  1  1  1  0  0  0  1  0  1  0  0  1  1  0  0  1  1  1  1  0  1  1  0  1  0  0  1  0  1  0  1  1  1  1  0  1  0  0  1  1  1
0,65,476,2901269599389427825,0,0,1  0  0  0  0  0  1  0  0  1  1  1  1  0  0  1  1  1  0  0  0  1  0  0  0  0  1  1  0  1  0  1  1  0  0  0  1  1  0  0  1  0  1  0  1  1  1  1  1  1  0  0  0  1  0  0  1  1  0  0  0  1  0  0  0  1  0  1  1  0  0  1  1
0,66,476,2930623270380927917,0,0,1  1  0  0  1  0  1  1  1  1  0  1  1  0  0  1  0  0  0  0  1  1  1  1  1  1  0  0  1  1  0  0  1  0  0  0  0  0  1  1  0  0  0  1  1  0  1  0  1  0  0  1  0  1  1  1  1  0  1  0  0  1  0  1  0  0  1  1  1  1  0  1  0
0,67,474,-9149653659895300453,0,0,0  1  1  0  1  0  1  1  1  0  0  1  0  1  0  1  0  1  1  1  1  1  0  0  0  1  1  0  1  1  1  1  0  0  0  1  0  0  1  0  0  1  1  1  0  0  1  0  0  1  0  1  1  0  1  1  0  0  0  1  1  0  0  0  1  0  1  0  0  1  0  0  0
0,68,472,-8472561395108380341,0,0,0  0  1  0  0  1  1  0  0  0  0  0  0  0  1  1  1  1  0  0  0  0  1  0  1  1  0  1  1  1  0  0  1  0  0  1  1  1  1  1  0  0  0  0  0  0  0  1  0  1  1  0  0  1  1  0  0  0  1  0  1  1  0  1  0  0  1  0  0  0  1  1  1
0,69,472,1866142367260696630,0,0,0  0  1  0  0  0  1  0  1  0  1  1  1  1  0  1  0  0  1  1  1  0  0  1  0  1  1  0  0  1  1  1  0  0  1  1  1  0  1  1  0  0  1  1  1  0  1  0  0  0  0  1  0  1  1  1  1  0  0  0  0  1  0  0  1  0  0  1  0  1  0  0  0
0,70,471,-8990099865346976886,0,0,1  1  1  1  1  0  1  0  0  0  1  0  0  1  1  1  1  0  1  0  1  0  0  1  0  1  1  0  1  0  1  0  0  0  1  0  0  0  0  0  1  0  1  1  0  0  0  0  1  1  1  0  0  1  0  1  0  1  1  0  0  1  1  1  1  0  1  1  0  1  1  0  1
0,71,470,-1007312176847588728,0,0,0  1  1  1  0  1  0  1  0  1  1  0  0  0  1  1  0  1  0  1  1  1  0  0  0  0  1  1  1  0  0  1  0  0  0  0  0  1  0  0  1  0  0  1  1  0  1  1  0  0  0  0  1  1  1  0  1  0  1  1  1  1  0  1  1  1  0  0  1  0  1  1  1
0,72,467,5213680263008982741,0,0,1  1  1  1  1  1  0  0  0  0  0  1  0  1  0  1  1  1  1  1  0  0  0  1  0  1  0  0  1  1  1  1  1  1  0  0  0  0  1  0  1  1  0  1  0  1  0  1  0  1  1  0  1  1  1  0  0  1  1  0  0  1  0  0  0  1  1  1  1  0  0  1  0
0,73,464,4882545218115646528,0,0,1  0  0  0  0  1  1  0  0  0  0  0  1  1  1  1  1  0  1  0  1  0  0  1  0  0  0  0  1  0  1  0  1  0  1  0  1  1  1  0  1  1  1  1  0  1  1  1  0  0  1  0  1  1  1  0  0  0  0  0  0  1  0  1  0  0  1  1  0  0  1  0  0
0,74,464,3922011409105469893,0,0,0  1  1  1  1  0  1  1  1  1  0  1  0  0  0  1  0  0  1  1  1  1  0  1  1  0  0  1  1  1  0  1  1  0  1  1  1  1  0  0  0  1  0  1  0  0  0  1  0  0  1  1  1  1  0  0  0  0  1  1  0  0  0  1  0  0  0  0  0  0  1  0  1
0,75,464,-7805245475489118841,0,0,1  1  1  0  0  1  0  1  0  0  0  0  0  0  0  0  1  0  0  1  1  0  0  1  0  1  0  1  0  1  1  1  0  1  1  0  0  1  0  1  0  0  1  0  0  1  1  0  1  0  1  0  0  1  1  1  0  0  0  0  1  1  1  1  0  0  1  0  0  0  1  1  1
0,76,464,-718032485390239273,0,0,0  1  1  0  0  1  1  1  1  1  0  1  0  1  0  1  0  1  0  0  0  0  0  1  1  0  1  0  0  0  0  1  0  1  0  1  1  0  0  0  1  1  1  0  1  1  0  0  0  1  1  0  1  0  0  1  0  0  0  0  1  0  0  1  0  1  0  0  1  1  0  0  1
0,77,464,-5187655467520300714,0,0,0  0  0  1  1  0  0  1  1  0  0  1  0  0  0  1  0  1  1  1  1  0  1  1  1  1  0  1  0  0  0  1  1  0  0  1  0  1  0  1  0  1  1  0  1  1  1  0  1  1  1  0  0  1  1  1  0  1  0  1  1  0  1  0  0  1  0  0  0  0  1  0  0
0,78,463,380326956591466315,0,0,0  1  1  0  0  0  0  0  0  1  1  1  1  0  1  1  1  1  0  0  1  0  0  1  0  1  0  0  0  1  0  1  0  0  0  0  1  0  0  1  1  0  1  0  1  0  0  0  0  1  0  0  0  1  1  1  1  1  0  0  1  1  0  0  0  0  0  1  0  1  1  1  1
0,79,462,1994437157478037329,0,0,1  0  0  1  0  1  1  0  1  1  0  0  1  0  0  0  0  0  0  0  0  1  1  1  0  1  1  1  1  1  1  0  1  1  0  0  1  1  1  0  1  0  0  0  1  0  1  1  1  0  0  1  0  0  0  1  0  1  1  0  1  0  1  1  0  1  1  1  0  0  0  1  0
0,80,460,-4664159063255131809,0,0,0  0  0  0  1  1  1  0  0  0  0  1  0  1  0  1  0  1  0  0  1  1  0  1  1  0  1  0  0  1  1  0  1  1  0  1  1  1  1  1  1  0  1  0  0  0  1  0  1  0  1  0  0  0  0  0  0  0  0  0  0  1  0  0  0  1  1  1  1  0  0  0  1
0,81,460,-8551343248238923601,0,0,0  1  0  1  1  0  1  0  0  1  1  0  0  1  0  0  1  0  0  0  1  1  0  1  1  0  1  1  0  1  1  1  0  1  0  0  1  1  0  0  1  0  0  1  0  1  1  0  0  1  1  1  1  0  0  0  0  0  0  0  0  1  1  1  0  0  1  1  1  1  0  0  1
0,82,458,-4676834132511438049,0,0,1  1  1  1  0  0  1  1  1  0  1  1  0  1  1  0  0  0  0  1  0  1  1  0  1  1  0  0  0  1  0  1  0  1  0  1  0  0  1  1  0  0  0  1  0  1  1  1  0  1  0  1  1  1  1  0  0  0  0  0  1  1  0  0  0  1  0  0  1  0  0  1  0
0,83,458,8107611135460485943,0,0,0  1  0  0  1  1  0  0  1  1  0  1  1  0  0  0  1  0  0  1  1  0  1  1  1  0  0  1  0  0  1  0  0  1  1  1  0  1  0  1  0  0  1  0  0  1  1  0  1  0  1  1  1  0  1  0  0  1  1  0  0  0  0  1  0  1  1  0  0  1  0  1  1
